Selection,View,channel,begin_time,end_time,Low Freq (Hz),High Freq (Hz),Delta Time (s),Delta Freq (Hz),Avg Power Density (dB FS/Hz),Agg Entropy (bits),Center Freq (Hz),PFC Max Freq (Hz),PFC Min Freq (Hz),Max Freq (Hz),Annotation,filename,StartMicInWater,EndMicInWater,filepath,label,call_length,split_type,date_str
90,Spectrogram 1,1,485.590624434,486.303859605,4461.538,5230.769,0.1838,769.2310000000001,-59.82,1.739,4687.5,5062.5,4500.0,4687.5,N,211208_0074,16.515703232,609.9851867369999,annotations,0,0.713235171000008,val,211208
91,Spectrogram 1,1,486.487683102,489.194996722,3384.615,4307.692,0.2426,923.077,-46.06,1.411,3750.0,3937.5,3562.5,3750.0,Y,211208_0074,16.515703232,609.9851867369999,annotations,0,2.7073136200000363,train,211208
92,Spectrogram 1,1,489.437643739,493.77993924300006,4153.846,4923.077,0.1471,769.2310000000001,-52.68,1.443,4687.5,4875.0,4312.5,4687.5,Y,211208_0074,16.515703232,609.9851867369999,annotations,0,4.342295504000049,train,211208
93,Spectrogram 1,1,493.926998041,502.764742725,4645.161,5419.355,0.1103,774.194,-52.5,1.702,4875.0,5062.5,4687.5,4875.0,N,211208_0074,16.515703232,609.9851867369999,annotations,0,8.837744684000029,train,211208
94,Spectrogram 1,1,502.875036823,503.419154376,2941.935,4025.806,0.25,1083.871,-43.63,1.6869999999999998,3562.5,3750.0,3000.0,3562.5,Y,211208_0074,16.515703232,609.9851867369999,annotations,0,0.5441175529999782,val,211208
95,Spectrogram 1,1,503.6691543330001,505.102977613,4645.161,5264.516,0.1176,619.355,-63.03,1.753,4687.5,5250.0,4687.5,4687.5,N,211208_0074,16.515703232,609.9851867369999,annotations,0,1.4338232799999562,val,211208
96,Spectrogram 1,1,505.220624652,512.802701048,3251.613,4025.806,0.2426,774.193,-26.59,1.523,3562.5,3937.5,3375.0,3562.5,Y,211208_0074,16.515703232,609.9851867369999,annotations,0,7.582076396000048,train,211208
97,Spectrogram 1,1,513.045348065,518.685052968,2632.258,4025.806,0.3676,1393.5479999999998,-49.41,1.847,3562.5,3937.5,3000.0,3562.5,Y,211208_0074,16.515703232,609.9851867369999,annotations,0,5.639704903000053,train,211208
98,Spectrogram 1,1,519.052699963,519.558431421,4645.161,5264.516,0.1471,619.355,-54.9,1.949,5062.5,5250.0,4687.5,5250.0,N,211208_0074,16.515703232,609.9851867369999,annotations,0,0.5057314580000138,train,211208
99,Spectrogram 1,1,519.705490219,527.959379312,2848.921,4057.554,0.4247,1208.633,-48.49,2.011,3562.5,3937.5,3000.0,3750.0,Y,211208_0074,16.515703232,609.9851867369999,annotations,0,8.253889092999998,train,211208
100,Spectrogram 1,1,528.384109727,528.965225829,4645.161,5109.677,0.2426,464.516,-59.04,1.5759999999999998,4875.0,5062.5,4687.5,4687.5,N,211208_0074,16.515703232,609.9851867369999,annotations,0,0.58111610200001,train,211208
101,Spectrogram 1,1,529.207872846,535.205950991,4490.323,5264.516,0.1765,774.193,-57.31,1.859,4687.5,5250.0,4500.0,4687.5,N,211208_0074,16.515703232,609.9851867369999,annotations,0,5.998078145000022,val,211208
102,Spectrogram 1,1,535.382421549,539.207140926,3971.223,4954.839,0.2071,983.616,-54.14,1.836,4500.0,4875.0,4125.0,4500.0,N,211208_0074,16.515703232,609.9851867369999,annotations,0,3.8247193769999512,train,211208
103,Spectrogram 1,1,539.414264334,540.4497877690001,2244.604,3884.892,0.3786,1640.2879999999998,-36.99,1.403,3562.5,3562.5,2250.0,3562.5,Y,211208_0074,16.515703232,609.9851867369999,annotations,0,1.0355234350000728,train,211208
104,Spectrogram 1,1,540.828366774,548.953484177,2787.097,3716.129,0.1471,929.032,-37.08,2.24,3187.5,3562.5,2812.5,2812.5,Y,211208_0074,16.515703232,609.9851867369999,annotations,0,8.12511740299999,train,211208
105,Spectrogram 1,1,549.100542975,550.0711310419999,4180.645,5264.516,0.2206,1083.871,-55.9,2.396,4687.5,5250.0,4312.5,4312.5,N,211208_0074,16.515703232,609.9851867369999,annotations,0,0.9705880669998804,train,211208
106,Spectrogram 1,1,550.291719239,552.512307089,3251.613,4645.161,0.3382,1393.5479999999998,-52.53,1.813,3750.0,3937.5,3562.5,3750.0,Y,211208_0074,16.515703232,609.9851867369999,annotations,0,2.220587850000016,val,211208
107,Spectrogram 1,1,552.850542324,553.366141089,4645.161,5264.516,0.1618,619.355,-54.98,1.787,5062.5,5250.0,4687.5,4875.0,N,211208_0074,16.515703232,609.9851867369999,annotations,0,0.5155987650000498,train,211208
108,Spectrogram 1,1,553.527905767,564.583669646,4180.645,5109.677,0.1765,929.032,-56.54,1.92,4500.0,5062.5,4312.5,4312.5,N,211208_0074,16.515703232,609.9851867369999,annotations,0,11.055763878999985,train,211208
109,Spectrogram 1,1,564.760140204,565.407198915,3096.774000000001,3870.968,0.1765,774.194,-47.14,1.769,3375.0,3750.0,3187.5,3187.5,Y,211208_0074,16.515703232,609.9851867369999,annotations,0,0.6470587109999997,train,211208
110,Spectrogram 1,1,565.583669473,566.613081059,4180.645,5264.516,0.1915,1083.871,-54.31,2.236,4500.0,5250.0,4312.5,4687.5,Y,211208_0074,16.515703232,609.9851867369999,annotations,0,1.0294115860000377,train,211208
111,Spectrogram 1,1,566.8046032369999,572.73964771,3096.774000000001,3716.129,0.1985,619.355,-41.28,0.872,3562.5,3562.5,3187.5,3562.5,Y,211208_0074,16.515703232,609.9851867369999,annotations,0,5.935044473000063,train,211208
112,Spectrogram 1,1,572.938177088,573.5495476230001,3716.129,4800.0,0.1765,1083.871,-52.0,2.397,4312.5,4687.5,3750.0,4312.5,N,211208_0074,16.515703232,609.9851867369999,annotations,0,0.6113705350001055,val,211208
113,Spectrogram 1,1,573.726018181,582.11059857,3406.452,4180.645,0.2206,774.193,-41.24,1.235,3750.0,3750.0,3562.5,3562.5,Y,211208_0074,16.515703232,609.9851867369999,annotations,0,8.384580389000009,val,211208
114,Spectrogram 1,1,582.331186767,583.144645116,4490.323,5264.516,0.1912,774.193,-59.9,2.041,4687.5,5250.0,4500.0,4500.0,N,211208_0074,16.515703232,609.9851867369999,annotations,0,0.8134583490000296,val,211208
115,Spectrogram 1,1,583.3358215540001,592.592924919,3406.452,4180.645,0.3382,774.193,-35.4,0.857,3562.5,4125.0,3562.5,3562.5,Y,211208_0074,16.515703232,609.9851867369999,annotations,0,9.25710336499992,val,211208
116,Spectrogram 1,1,592.931160154,593.489983587,4645.161,5264.516,0.1324,619.355,-50.32,1.908,5062.5,5250.0,4687.5,5250.0,N,211208_0074,16.515703232,609.9851867369999,annotations,0,0.5588234329999295,val,211208
117,Spectrogram 1,1,593.622336505,597.306159395,3096.774000000001,4057.554,0.3196,960.78,-48.02,1.853,3750.0,3937.5,3187.5,3937.5,Y,211208_0074,16.515703232,609.9851867369999,annotations,0,3.683822889999988,train,211208
118,Spectrogram 1,1,597.625751076,598.276747462,4335.484,5264.516,0.1985,929.032,-46.75,2.235,4687.5,5250.0,4500.0,5062.5,Y,211208_0074,16.515703232,609.9851867369999,annotations,0,0.6509963859999743,val,211208
119,Spectrogram 1,1,598.475276839,609.04401043,2941.935,3561.29,0.1765,619.355,-61.48,0.855,3375.0,3375.0,3000.0,3375.0,N,211208_0074,16.515703232,609.9851867369999,annotations,0,10.568733590999956,val,211208
120,Spectrogram 1,1,609.2204809880001,609.845480879,4180.645,4954.839,0.1397,774.194,-51.65,1.54,4500.0,4875.0,4312.5,4500.0,N,211208_0074,16.515703232,609.9851867369999,annotations,0,0.6249998909999022,train,211208
2,Spectrogram 1,1,14.905351838,24.420883617,3833.866,4753.9940000000015,0.2059,920.128,-57.55,1.821,3937.5,4687.5,3937.5,3937.5,N,211209_0077,14.77299892,608.3550089290001,annotations,0,9.515531778999998,train,211209
62,Spectrogram 1,1,24.626765935,24.721689086,2071.942,4834.532,0.0848,2762.59,-38.9,2.563,3562.5,4687.5,2812.5,3562.5,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,0.0949231509999961,val,211209
3,Spectrogram 1,1,24.806488076,32.137515787,3220.447,3833.866,0.1471,613.419,-59.1,1.462,3562.5,3750.0,3375.0,3750.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,7.331027711000002,val,211209
4,Spectrogram 1,1,32.284574585,35.643374983,2935.252,4907.348,0.28,1972.096,-44.32,2.494,4125.0,4875.0,3000.0,4312.5,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,3.358800398,train,211209
5,Spectrogram 1,1,35.92341024,38.91477049,3067.093,3833.866,0.1691,766.773,-58.9,1.903,3375.0,3750.0,3187.5,3187.5,N,211209_0077,14.77299892,608.3550089290001,annotations,0,2.99136025,val,211209
6,Spectrogram 1,1,39.083888108,40.429476109,3220.447,4140.575,0.3529,920.128,-48.7,1.383,3375.0,4125.0,3375.0,3375.0,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,1.345588000999996,val,211209
7,Spectrogram 1,1,40.782417224,47.007958315,3067.093,3833.866,0.2647,766.773,-53.13,1.739,3562.5,3750.0,3187.5,3750.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,6.225541091000004,val,211209
8,Spectrogram 1,1,47.272664152,55.26685466,2607.029,3833.866,0.3603,1226.837,-55.07,2.066,3375.0,3750.0,2625.0,3375.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,7.9941905080000035,train,211209
9,Spectrogram 1,1,55.627148715,68.82692709999999,2913.738,3833.866,0.3676,920.128,-59.29,2.191,3187.5,3750.0,3000.0,3750.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,13.199778385000007,train,211209
10,Spectrogram 1,1,69.194574095,72.22697178600001,4907.348,5674.121,0.1691,766.773,-59.22,1.806,5437.5,5625.0,5062.5,5625.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,3.032397691000014,train,211209
11,Spectrogram 1,1,72.396089404,77.574286476,3833.866,4447.2840000000015,0.0956,613.418,-52.38,1.006,4312.5,4312.5,4125.0,4312.5,N,211209_0077,14.77299892,608.3550089290001,annotations,0,5.178197072000003,val,211209
12,Spectrogram 1,1,77.669874694,89.458838078,8434.505,9354.633,0.1838,920.128,-47.07,1.888,8812.5,9187.5,8437.5,8812.5,N,211209_0077,14.77299892,608.3550089290001,annotations,0,11.788963384,train,211209
13,Spectrogram 1,1,89.64266157600002,96.022555843,4600.639,5674.121,0.1765,1073.482,-61.92,2.467,5250.0,5625.0,4687.5,5625.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,6.379894266999982,val,211209
14,Spectrogram 1,1,96.199026401,101.022193907,3373.802,4293.93,0.2574,920.128,-47.74,1.962,3750.0,4125.0,3375.0,3937.5,N,211209_0077,14.77299892,608.3550089290001,annotations,0,4.823167506000003,train,211209
15,Spectrogram 1,1,101.279546803,107.728305318,3833.866,4447.2840000000015,0.1985,613.418,-53.76,1.5830000000000002,4125.0,4312.5,3937.5,4125.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,6.448758515000009,val,211209
16,Spectrogram 1,1,107.926834696,125.444410631,1122.302,2158.273,0.2973,1035.971,-54.53,2.436,1687.5,2062.5,1125.0,1125.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,17.51757593500001,val,211209
17,Spectrogram 1,1,125.741682808,126.216517822,7361.022,7821.085999999998,0.1324,460.064,-53.6,0.7140000000000001,7500.0,7687.5,7500.0,7500.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,0.4748350140000213,train,211209
18,Spectrogram 1,1,126.34887074,144.640693954,4447.2840000000015,5060.703,0.1471,613.419,-54.16,0.98,4875.0,4875.0,4500.0,4875.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,18.291823214000004,train,211209
19,Spectrogram 1,1,144.78775275200002,170.326419184,2762.59,3833.866,0.4311,1071.276,-44.15,1.873,3375.0,3750.0,2812.5,3375.0,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,25.538666431999985,val,211209
20,Spectrogram 1,1,170.75748071700002,173.265483843,3833.866,4447.2840000000015,0.2647,613.418,-45.04,1.48,3937.5,4312.5,3937.5,3937.5,N,211209_0077,14.77299892,608.3550089290001,annotations,0,2.508003125999977,train,211209
21,Spectrogram 1,1,173.53018968,183.932085837,7667.732,8127.7959999999985,0.1618,460.064,-65.15,1.564,7875.0,8062.5,7687.5,8062.5,N,211209_0077,14.77299892,608.3550089290001,annotations,0,10.40189615700001,train,211209
22,Spectrogram 1,1,184.093850515,184.711497466,2848.921,3987.22,0.3529,1138.299,-51.82,2.205,3375.0,3937.5,3000.0,3187.5,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,0.6176469509999833,val,211209
23,Spectrogram 1,1,185.064438582,190.888109828,2760.383,4143.885,0.3514,1383.5020000000004,-48.8,2.002,3375.0,4125.0,3000.0,3375.0,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,5.823671245999975,val,211209
24,Spectrogram 1,1,191.239526804,191.768938477,8127.7959999999985,8894.569,0.1765,766.773,-59.94,1.985,8625.0,8812.5,8250.0,8250.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,0.5294116729999985,val,211209
25,Spectrogram 1,1,191.945409034,222.913572305,3067.093,4140.575,0.4191,1073.482,-41.73,2.061,3562.5,4125.0,3187.5,3375.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,30.96816327099998,val,211209
26,Spectrogram 1,1,223.332689879,227.823113665,3220.447,3987.22,0.2794,766.773,-43.75,1.781,3562.5,3937.5,3375.0,3375.0,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,4.4904237859999805,train,211209
27,Spectrogram 1,1,228.102525381,233.791784074,2913.738,3527.157,0.3235,613.419,-50.79,1.5,3187.5,3375.0,3000.0,3187.5,N,211209_0077,14.77299892,608.3550089290001,annotations,0,5.689258693000027,val,211209
28,Spectrogram 1,1,234.11531343,235.851443668,4293.93,5060.703,0.1691,766.773,-55.67,1.705,4687.5,4875.0,4312.5,4500.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,1.7361302380000154,val,211209
29,Spectrogram 1,1,236.020561286,239.309204626,2913.738,3680.511,0.3824,766.773,-50.16,1.675,3187.5,3562.5,3000.0,3187.5,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,3.288643340000021,train,211209
30,Spectrogram 1,1,239.691557501,261.07596578700003,3527.157,3987.22,0.3235,460.0630000000001,-46.0,1.56,3750.0,3937.5,3562.5,3750.0,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,21.384408286000053,val,211209
31,Spectrogram 1,1,261.399495143,295.029477195,3833.866,4600.639,0.3162,766.773,-48.93,1.99,4312.5,4500.0,3937.5,4500.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,33.62998205200006,train,211209
32,Spectrogram 1,1,295.345653611,321.345154229,5214.058,5827.476,0.3456,613.418,-61.72,1.819,5437.5,5812.5,5250.0,5250.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,25.999500618000013,train,211209
33,Spectrogram 1,1,321.690742404,322.68338929,2913.738,3833.866,0.3529,920.128,-42.55,2.0580000000000003,3562.5,3750.0,3187.5,3187.5,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,0.9926468859999886,val,211209
34,Spectrogram 1,1,323.036330406,325.662222922,3067.093,3833.866,0.3603,766.773,-49.86,1.515,3375.0,3750.0,3187.5,3187.5,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,2.6258925160000217,train,211209
35,Spectrogram 1,1,326.022516977,328.82715738900004,2760.383,3625.899,0.367,865.5160000000002,-44.64,1.4240000000000002,3187.5,3375.0,3000.0,3187.5,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,2.804640412000026,train,211209
36,Spectrogram 1,1,329.194139317,337.718821038,2607.029,3220.447,0.3235,613.418,-54.45,1.803,3000.0,3187.5,2625.0,3000.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,8.524681720999979,val,211209
37,Spectrogram 1,1,338.04235039400004,341.524347907,3373.802,4293.93,0.3088,920.128,-51.02,1.669,3750.0,4125.0,3375.0,3750.0,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,3.4819975129999534,train,211209
38,Spectrogram 1,1,341.833171383,344.889482277,6900.958000000001,7667.732,0.1471,766.7739999999999,-60.92,1.954,7125.0,7500.0,6937.5,7500.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,3.0563108939999784,train,211209
39,Spectrogram 1,1,345.036541075,348.33155112199995,2913.738,4447.2840000000015,0.3951,1533.546,-50.22,2.031,3375.0,4312.5,3187.5,3375.0,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,3.2950100469999484,train,211209
40,Spectrogram 1,1,348.726656201,358.432686855,2453.674,3527.157,0.3824,1073.483,-53.89,1.948,3187.5,3375.0,2625.0,3187.5,N,211209_0077,14.77299892,608.3550089290001,annotations,0,9.706030654000015,val,211209
41,Spectrogram 1,1,358.81503973,369.028094288,4293.93,5060.703,0.1691,766.773,-62.48,1.882,4687.5,4875.0,4312.5,4875.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,10.21305455800001,train,211209
42,Spectrogram 1,1,369.197211906,371.86632909,2607.029,3798.561,0.4338,1191.532,-44.52,1.922,3187.5,3750.0,2812.5,3375.0,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,2.669117184000015,train,211209
43,Spectrogram 1,1,372.300152544,378.506785012,2607.029,3833.866,0.3603,1226.837,-46.45,1.577,3187.5,3750.0,2812.5,3187.5,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,6.2066324679999525,train,211209
44,Spectrogram 1,1,378.867079067,396.78708813300005,2913.738,3833.866,0.3456,920.128,-45.09,1.92,3187.5,3750.0,3000.0,3187.5,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,17.92000906600009,train,211209
45,Spectrogram 1,1,397.132676309,412.764137605,2453.674,3527.157,0.3456,1073.483,-51.67,2.211,3000.0,3375.0,2625.0,3375.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,15.63146129599994,train,211209
46,Spectrogram 1,1,413.10972578,414.345019683,4293.93,5060.703,0.1765,766.773,-42.27,1.09,4875.0,4875.0,4312.5,4875.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,1.235293903000013,val,211209
47,Spectrogram 1,1,414.521490241,446.036108509,2848.921,3884.892,0.3158,1035.971,-51.05,2.087,3375.0,3750.0,3187.5,3375.0,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,31.51461826800005,train,211209
48,Spectrogram 1,1,446.351906215,465.816732577,3987.22,4600.639,0.125,613.419,-45.3,1.354,4312.5,4500.0,4312.5,4500.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,19.464826362,val,211209
49,Spectrogram 1,1,465.941732555,468.458964391,2762.59,4575.54,0.3945,1812.95,-47.21,2.478,3375.0,4500.0,2812.5,3562.5,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,2.517231836000008,train,211209
50,Spectrogram 1,1,468.853496755,483.108550124,3067.093,3680.511,0.2941,613.418,-46.35,1.499,3375.0,3562.5,3187.5,3562.5,N,211209_0077,14.77299892,608.3550089290001,annotations,0,14.255053369000054,train,211209
51,Spectrogram 1,1,483.40266772,490.39856028,2913.738,4143.885,0.297,1230.147,-44.15,1.453,3562.5,3750.0,3187.5,3562.5,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,6.995892560000017,train,211209
52,Spectrogram 1,1,490.695592276,507.502677572,3373.802,3987.22,0.3529,613.418,-55.22,1.516,3375.0,3937.5,3375.0,3750.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,16.807085296000025,train,211209
53,Spectrogram 1,1,507.855618687,520.450325305,3220.447,3833.866,0.3382,613.419,-56.57,1.554,3562.5,3750.0,3375.0,3562.5,N,211209_0077,14.77299892,608.3550089290001,annotations,0,12.594706618000034,train,211209
54,Spectrogram 1,1,520.78856054,522.925396628,4753.9940000000015,5367.411999999998,0.1471,613.418,-63.05,1.442,4875.0,5250.0,4875.0,4875.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,2.1368360879999955,val,211209
55,Spectrogram 1,1,523.072455426,524.25627875,3067.093,3373.802,0.1471,306.709,-60.73,0.0,3187.5,3187.5,3187.5,3187.5,N,211209_0077,14.77299892,608.3550089290001,annotations,0,1.1838233239999454,train,211209
56,Spectrogram 1,1,524.4033375480001,525.4851943890001,4293.93,5956.835,0.1755,1662.905,-42.65,2.714,5250.0,5625.0,4312.5,4875.0,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,1.0818568409999898,val,211209
57,Spectrogram 1,1,525.660690271,528.708035955,3373.802,4140.575,0.2941,766.773,-46.86,2.122,3937.5,4125.0,3375.0,4125.0,N,211209_0077,14.77299892,608.3550089290001,annotations,0,3.0473456839999926,train,211209
58,Spectrogram 1,1,529.002153551,546.204736956,3373.802,4447.2840000000015,0.2868,1073.482,-43.11,2.494,3937.5,4312.5,3375.0,4312.5,N,211209_0077,14.77299892,608.3550089290001,annotations,0,17.202583405000038,train,211209
59,Spectrogram 1,1,546.491501612,581.6005177119999,2676.259,4316.547000000001,0.4559,1640.2879999999998,-44.13,2.428,3750.0,4312.5,2812.5,3937.5,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,35.10901609999996,train,211209
60,Spectrogram 1,1,582.056399986,588.132870587,2935.252,4600.639,0.3165,1665.3870000000004,-40.94,2.013,3562.5,4500.0,3000.0,3562.5,Y,211209_0077,14.77299892,608.3550089290001,annotations,0,6.076470600999983,train,211209
61,Spectrogram 1,1,588.449384186,608.012473683,1899.281,3373.802,0.3425,1474.521,-42.96,2.5780000000000003,2625.0,3187.5,2062.5,2437.5,,211209_0077,14.77299892,608.3550089290001,annotations,0,19.56308949700008,val,211209
2,Spectrogram 1,1,40.816311589,59.824479907,3680.511,4293.93,0.1397,613.419,-42.4,1.554,3937.5,4125.0,3750.0,3937.5,N,211210_0079,40.639841032,346.657717273,annotations,0,19.008168318,train,211210
3,Spectrogram 1,1,59.964185765,75.88120037,5060.703,5520.767,0.2868,460.064,-49.59,1.555,5250.0,5437.5,5062.5,5062.5,N,211210_0079,40.639841032,346.657717273,annotations,0,15.917014605,train,211210
