label,Selection,Delta Time (s),begin_time,View,StartMicInWater,EndMicInWater,Low Freq (Hz),High Freq (Hz),filepath,call_length,end_time,Delta Freq (Hz),filename,split_type
0,9,0.252,112.634,Spectrogram 1,2.817,1437.053,2335.9,15976.8,annotations,3.896000000000001,116.53,13640.9,67407878.170713225715,train
0,11,0.311,1255.857,Spectrogram 1,540.285,1561.737,1076.5,16527.3,annotations,305.569,1561.426,15450.8,67407878.170715195710,train
0,45,0.146,680.618,Spectrogram 1,94.98,1283.954,6407.8,8621.4,annotations,49.21599999999989,729.834,2213.6,67407878.170715055713,train
0,45,0.191,1212.564,Spectrogram 1,1.066,5392.924,6632.2,9558.1,annotations,0.1309999999998581,1212.695,2925.9,67407878.170709035524,train
1,101,0.045,4433.643,Spectrogram 1,1.197,5326.316999999999,3255.2,8827.6,annotations,0.0450000000000727,4433.688,5572.4,67407878.170710052517,train
0,91,1.388,1652.087,Spectrogram 1,39.688,4857.42,6374.2,8885.3,annotations,23.39799999999991,1675.485,2511.1,67407878.170710095516,train
1,44,0.153,5320.852,Spectrogram 1,822.031169183,5392.058,7084.5,20003.3,annotations,0.1530000000002473,5321.005,12918.8,67407878.170708232525,train
0,11,0.178,618.519,Spectrogram 1,448.483,1224.158,1162.4,20943.3,annotations,2.1129999999999427,620.632,19780.9,67407878.170714025715,train
1,111,0.088,1360.013,Spectrogram 1,71.428399024,5391.007,7444.9,12538.8,annotations,0.0880000000001928,1360.101,5093.9,67407878.170710005518,train
1,19,0.193,1169.114,Spectrogram 1,176.483,1799.962,1271.6,2312.1,annotations,0.1929999999999836,1169.307,1040.5,67407878.170716105708,train
0,274,0.296,4435.729,Spectrogram 1,71.428399024,5391.007,1414.2,41860.7,annotations,0.4149999999999636,4436.144,40446.5,67407878.170710005518,train
1,239,0.184,4096.22,Spectrogram 1,129.123,5353.357,4062.5,16249.8,annotations,0.1840000000001964,4096.404,12187.3,67407878.170709232519,train
0,23,0.4429999999999999,1671.0,Spectrogram 1,223.034,1789.787,2707.6,8122.7,annotations,2.8789999999999054,1673.879,5415.1,67407878.170716052709,train
1,9,0.252,116.53,Spectrogram 1,2.817,1437.053,2335.9,15976.8,annotations,0.2520000000000095,116.782,13640.9,67407878.170713225715,train
1,204,6.24,2920.471,Spectrogram 1,71.428399024,5391.007,0.0,7948.2,annotations,6.239999999999782,2926.711,7948.2,67407878.170710005518,train
1,24,0.172,1590.521944584,Spectrogram 1,176.483,1799.962,1468.6,3034.5,annotations,0.172055415999921,1590.694,1565.9,67407878.170716105708,train
0,54,0.249,1011.556,Spectrogram 1,2.817,1437.053,1899.1,19705.3,annotations,3.8170000000000073,1015.373,17806.2,67407878.170713225715,train
1,299,0.115,4980.949,Spectrogram 1,71.428399024,5391.007,5232.6,6929.6,annotations,0.1150000000006912,4981.064,1697.0,67407878.170710005518,train
1,14,0.157,647.258,Spectrogram 1,448.483,1224.158,1162.4,11095.9,annotations,0.1569999999999254,647.415,9933.5,67407878.170714025715,train
0,9,0.163,1095.683,Spectrogram 1,1031.939,4277.935,7510.0,10435.9,annotations,6.857999999999947,1102.541,2925.9,67407878.170708215525,train
1,146,0.132,2756.776,Spectrogram 1,129.123,5353.357,8707.0,25314.8,annotations,0.1320000000000618,2756.908,16607.8,67407878.170709232519,train
1,76,0.317,3923.782,Spectrogram 1,1031.939,4277.935,4689.7,11230.2,annotations,0.3170000000000073,3924.099,6540.5,67407878.170708215525,train
1,14,0.3429999999999999,47.467,Spectrogram 1,41.992,1558.043,0.0,2093.0,annotations,0.3430000000000035,47.81,2093.0,67407878.170714175712,train
1,24,0.149,1094.556990155,Spectrogram 1,1.066,5392.924,6534.6,9207.8,annotations,0.1490098449999095,1094.706,2673.2,67407878.170709035524,train
0,78,0.077,1825.505,Spectrogram 1,1.066,5392.924,5162.3,14943.4,annotations,3.3889999999998963,1828.894,9781.1,67407878.170709035524,train
1,147,0.126,2771.497,Spectrogram 1,129.123,5353.357,7578.3,19510.1,annotations,0.1260000000002037,2771.623,11931.8,67407878.170709232519,train
1,72,0.216,326.683,Spectrogram 1,1.197,5326.316999999999,2511.3,35211.6,annotations,0.2160000000000081,326.899,32700.3,67407878.170710052517,train
1,36,0.522,1711.261,Spectrogram 1,223.034,1789.787,397.0,30502.2,annotations,0.5219999999999345,1711.783,30105.2,67407878.170716052709,train
0,18,0.275,2018.234,Spectrogram 1,1.999,5095.478,1913.0,13043.5,annotations,14.391000000000076,2032.625,11130.5,67407878.170709095523,train
0,86,0.18,3999.101,Spectrogram 1,1031.939,4277.935,2590.4,21241.4,annotations,4.407999999999902,4003.509,18651.0,67407878.170708215525,train
1,70,0.087,1257.629,Spectrogram 1,94.98,1283.954,3323.4,8202.4,annotations,0.086999999999989,1257.716,4879.0,67407878.170715055713,train
0,31,0.163,524.62,Spectrogram 1,94.98,1283.954,5009.7,13747.6,annotations,2.772000000000048,527.392,8737.9,67407878.170715055713,train
1,199,0.321,2819.235,Spectrogram 1,71.428399024,5391.007,3800.0,29200.0,annotations,0.3209999999999127,2819.556,25400.0,67407878.170710005518,train
0,86,0.073,1850.325,Spectrogram 1,1.066,5392.924,6404.0,9541.9,annotations,0.0129999999999199,1850.338,3137.9,67407878.170709035524,train
1,1,0.157,42.834,Spectrogram 1,42.834,1715.048,1013.0,8577.8,annotations,0.1569999999999964,42.991,7564.8,67407878.170714032715,train
0,154,0.293,2189.822,Spectrogram 1,71.428399024,5391.007,2141.4,10096.4,annotations,1.0729999999998654,2190.895,7955.0,67407878.170710005518,train
0,7,1.325,957.718,Spectrogram 1,398.908,1471.7,86.3,5525.2,annotations,86.57800000000009,1044.296,5438.9,67407878.170714035715,train
0,31,0.241,774.972,Spectrogram 1,41.992,1558.043,0.0,2782.6,annotations,30.514999999999983,805.487,2782.6,67407878.170714175712,train
1,78,0.222,1069.012,Spectrogram 1,71.428399024,5391.007,2246.8,18587.2,annotations,0.22199999999998,1069.234,16340.4,67407878.170710005518,train
1,200,0.129,2648.112,Spectrogram 1,1.066,5392.924,4584.0,10631.0,annotations,0.1289999999999054,2648.241,6047.0,67407878.170709035524,train
0,79,0.267,348.852,Spectrogram 1,1.197,5326.316999999999,4794.4,9893.2,annotations,13.413000000000013,362.265,5098.8,67407878.170710052517,train
1,23,0.265,367.032,Spectrogram 1,39.688,4857.42,8335.3,18251.5,annotations,0.2650000000000432,367.297,9916.2,67407878.170710095516,train
0,370,0.625,5296.762,Spectrogram 1,1.066,5392.924,0.0,33551.0,annotations,95.53700000000026,5392.299,33551.0,67407878.170709035524,train
1,11,0.149,1116.099,Spectrogram 1,1031.939,4277.935,7217.4,10505.7,annotations,0.1490000000001146,1116.248,3288.3,67407878.170708215525,train
0,10,0.244,612.895,Spectrogram 1,448.483,1224.158,1263.2,14847.9,annotations,5.379999999999996,618.275,13584.7,67407878.170714025715,train
1,42,1.123,1058.704,Spectrogram 1,39.688,4857.42,12816.8,16397.9,annotations,1.1230000000000473,1059.827,3581.1,67407878.170710095516,train
1,6,0.165,1796.045,Spectrogram 1,37.901,1796.21,1960.5,26711.8,annotations,0.1649999999999636,1796.21,24751.3,67407878.170713222715,train
0,20,0.397,403.281,Spectrogram 1,94.98,1283.954,1400.5,8271.8,annotations,38.10699999999997,441.388,6871.3,67407878.170715055713,train
0,95,1.707,1705.171,Spectrogram 1,39.688,4857.42,6247.9,12749.0,annotations,8.215999999999894,1713.387,6501.1,67407878.170710095516,train
0,89,0.165,965.33,Spectrogram 1,2.817,1437.053,1565.2,16856.2,annotations,10.079999999999927,975.41,15291.0,67407878.170713225715,train
0,18,0.203,112.855,Spectrogram 1,71.428399024,5391.007,2213.6,19626.8,annotations,8.47999999999999,121.335,17413.2,67407878.170710005518,train
1,4,0.866,520.584,Spectrogram 1,124.515,1694.378,6559.4,13881.5,annotations,0.8660000000000991,521.45,7322.1,67407878.170717012706,train
0,129,0.134,2201.867,Spectrogram 1,1.066,5392.924,5162.3,12769.8,annotations,1.3399999999996908,2203.207,7607.5,67407878.170709035524,train
1,2,0.161,108.942,Spectrogram 1,94.98,1283.954,5519.5,8870.6,annotations,0.1610000000000013,109.103,3351.1,67407878.170715055713,train
1,30,0.241,1774.368,Spectrogram 1,176.483,1799.962,1086.8,3176.8,annotations,0.2409999999999854,1774.609,2090.0,67407878.170716105708,train
0,46,0.237,1212.886,Spectrogram 1,1.066,5392.924,4800.0,14037.7,annotations,17.486000000000104,1230.372,9237.7,67407878.170709035524,train
0,163,0.085,2361.821,Spectrogram 1,1.066,5392.924,4486.5,7705.0,annotations,0.9859999999998764,2362.807,3218.5,67407878.170709035524,train
0,298,0.321,4944.873,Spectrogram 1,71.428399024,5391.007,4525.5,21496.0,annotations,8.589000000000851,4953.462,16970.5,67407878.170710005518,train
0,17,0.35,236.426,Spectrogram 1,129.123,5353.357,1683.0,41652.9,annotations,9.51400000000001,245.94,39969.9,67407878.170709232519,train
0,4,0.143,688.312,Spectrogram 1,398.908,1471.7,2006.1,4771.3,annotations,20.220000000000027,708.532,2765.2,67407878.170714035715,train
1,1,0.178,8.328,Spectrogram 1,2.817,1437.053,5135.8,21859.2,annotations,0.1780000000000008,8.506,16723.4,67407878.170713225715,train
1,207,0.184,2738.489,Spectrogram 1,1.066,5392.924,3862.6,27512.0,annotations,0.1839999999997417,2738.673,23649.4,67407878.170709035524,train
1,51,1.024,1180.226,Spectrogram 1,39.688,4857.42,10240.8,13884.8,annotations,1.0239999999998872,1181.25,3644.0,67407878.170710095516,train
1,248,0.133,3136.81,Spectrogram 1,1.066,5392.924,4486.5,10143.3,annotations,0.1330000000002655,3136.943,5656.8,67407878.170709035524,train
1,5,0.2,1477.861,Spectrogram 1,209.788,1601.908,1609.7,11497.7,annotations,0.1999999999998181,1478.061,9888.0,67407878.170714085714,train
0,38,0.143,4246.058,Spectrogram 1,1.999,5095.478,2909.2,12883.8,annotations,174.09199999999964,4420.15,9974.6,67407878.170709095523,train
1,208,0.288,3099.792,Spectrogram 1,71.428399024,5391.007,2400.0,29800.0,annotations,0.2880000000000109,3100.08,27400.0,67407878.170710005518,train
1,275,0.121,4437.745,Spectrogram 1,71.428399024,5391.007,4525.5,7353.9,annotations,0.1210000000000945,4437.866,2828.4,67407878.170710005518,train
1,45,0.255,287.233,Spectrogram 1,1.197,5326.316999999999,2891.8,41837.2,annotations,0.2549999999999954,287.488,38945.4,67407878.170710052517,train
0,367,0.084,4964.148,Spectrogram 1,1.066,5392.924,520.2,15605.1,annotations,10.643000000000027,4974.791,15084.9,67407878.170709035524,train
1,3,0.142,1053.876,Spectrogram 1,1031.939,4277.935,7412.4,11703.8,annotations,0.1420000000000527,1054.018,4291.4,67407878.170708215525,train
0,45,0.335,1745.28,Spectrogram 1,223.034,1789.787,3962.3,16629.8,annotations,2.116999999999962,1747.397,12667.5,67407878.170716052709,train
1,34,0.625,4748.174,Spectrogram 1,50.978,5342.312,284.6,2561.3,annotations,0.625,4748.799,2276.7,67407878.170709112522,train
1,36,1.773,908.077,Spectrogram 1,39.688,4857.42,6534.0,12000.0,annotations,1.7730000000000246,909.85,5466.0,67407878.170710095516,train
0,8,0.0,245.746,Spectrogram 1,24.659,1710.758,5264.8,5264.8,annotations,2.869,248.615,0.0,67407878.170716112708,train
0,16,0.147,371.16,Spectrogram 1,94.98,1283.954,4778.1,6013.8,annotations,0.7799999999999727,371.94,1235.7,67407878.170715055713,train
1,179,0.267,2400.801,Spectrogram 1,1.066,5392.924,5359.1,25366.5,annotations,0.2670000000002801,2401.068,20007.4,67407878.170709035524,train
1,113,0.857,2140.221,Spectrogram 1,39.688,4857.42,2453.0,20287.3,annotations,0.8569999999999709,2141.078,17834.3,67407878.170710095516,train
1,205,0.119,3482.583,Spectrogram 1,129.123,5353.357,5308.4,15066.4,annotations,0.1190000000001418,3482.702,9758.0,67407878.170709232519,train
1,278,0.259,3227.665044345,Spectrogram 1,1.066,5392.924,9463.6,12788.6,annotations,0.2586206670002866,3227.923665012,3325.0,67407878.170709035524,train
0,283,0.19,4476.661,Spectrogram 1,71.428399024,5391.007,1979.9,14425.0,annotations,0.9160000000001672,4477.577,12445.1,67407878.170710005518,train
0,98,0.188,513.13,Spectrogram 1,2.817,1437.053,1552.2,17194.0,annotations,26.150999999999957,539.281,15641.8,67407878.170713225715,train
1,6,0.251,229.91,Spectrogram 1,41.992,1558.043,3600.0,13010.5,annotations,0.2510000000000048,230.161,9410.5,67407878.170714175712,train
0,32,0.206,1702.441,Spectrogram 1,223.034,1789.787,1057.3,20616.7,annotations,4.829999999999927,1707.271,19559.4,67407878.170716052709,train
1,64,0.344,1672.464,Spectrogram 1,24.659,1710.758,375.0,3028.8,annotations,0.3440000000000509,1672.808,2653.8,67407878.170716112708,train
0,17,0.884,2019.456,Spectrogram 1,50.978,5342.312,872.0,1878.2,annotations,5.315000000000055,2024.771,1006.2,67407878.170709112522,train
0,8,0.162,649.631,Spectrogram 1,54.644,5366.656,8649.4,15350.6,annotations,322.711,972.342,6701.2,67407878.170709082523,train
1,90,0.208,4135.895,Spectrogram 1,1031.939,4277.935,9418.9,22460.4,annotations,0.2083552519998193,4136.103355252,13041.5,67407878.170708215525,train
1,288,0.218,4469.534,Spectrogram 1,129.123,5353.357,4894.1,15034.5,annotations,0.2180000000007567,4469.752,10140.4,67407878.170709232519,train
0,55,0.136,1537.032,Spectrogram 1,1.066,5392.924,7879.2,15963.8,annotations,92.866,1629.898,8084.6,67407878.170709035524,train
1,51,0.176,973.718,Spectrogram 1,71.428399024,5391.007,2630.1,20712.3,annotations,0.1760000000000445,973.894,18082.2,67407878.170710005518,train
1,365,0.0969999999999999,4868.108,Spectrogram 1,1.066,5392.924,650.2,14824.9,annotations,0.0969999999997526,4868.205,14174.7,67407878.170709035524,train
1,23,0.43,4926.062240624,Spectrogram 1,822.031169183,5392.058,0.0,23220.2,annotations,0.4299811649998446,4926.492221789,23220.2,67407878.170708232525,train
0,38,0.217,457.033,Spectrogram 1,448.483,1224.158,4913.0,14695.7,annotations,29.07499999999999,486.108,9782.7,67407878.170714025715,train
0,56,0.285,1019.511,Spectrogram 1,2.817,1437.053,2507.5,28294.7,annotations,0.4859999999998763,1019.997,25787.2,67407878.170713225715,train
1,12,0.29,1653.194,Spectrogram 1,136.149,1772.651,0.0,2465.0,annotations,0.2899999999999636,1653.484,2465.0,67407878.170714162713,train
1,3,0.415,28.179,Spectrogram 1,0.898,923.796,497.7,11557.6,annotations,0.4150000000000027,28.594,11059.9,67407878.170716055709,train
1,264,0.0969999999999999,4371.789817738,Spectrogram 1,71.428399024,5391.007,6646.8,10464.9,annotations,0.0971822619994782,4371.887,3818.1,67407878.170710005518,train
0,77,0.204,495.704,Spectrogram 1,2.817,1437.053,892.1,13153.5,annotations,0.9940000000000282,496.698,12261.4,67407878.170713225715,train
0,108,0.1169999999999999,1222.461,Spectrogram 1,71.428399024,5391.007,8424.5,13126.5,annotations,18.955999999999904,1241.417,4702.0,67407878.170710005518,train
0,21,0.241,608.724,Spectrogram 1,2.817,1437.053,7534.0,20336.8,annotations,11.174999999999956,619.899,12802.8,67407878.170713225715,train
0,25,0.2019999999999999,509.9,Spectrogram 1,24.659,1710.758,1839.6,2631.8,annotations,15.576000000000022,525.476,792.2,67407878.170716112708,train
1,274,0.184,4403.095,Spectrogram 1,129.123,5353.357,5928.3,21227.1,annotations,0.1840000000001964,4403.279,15298.8,67407878.170709232519,train
0,68,0.244,317.452,Spectrogram 1,1.197,5326.316999999999,4033.4,13013.3,annotations,0.0790000000000077,317.531,8979.9,67407878.170710052517,train
0,66,0.221,310.291,Spectrogram 1,1.197,5326.316999999999,2054.7,50941.4,annotations,5.788999999999987,316.08,48886.7,67407878.170710052517,train
0,5,0.145,664.009,Spectrogram 1,653.983,816.17,8214.3,8785.7,annotations,6.057000000000016,670.066,571.4,67407878.170714192713,train
1,246,0.173,3129.995,Spectrogram 1,1.066,5392.924,4031.3,6502.1,annotations,0.1730000000002292,3130.168,2470.8,67407878.170709035524,train
0,17,0.206,1202.432,Spectrogram 1,375.283,1793.46,4447.9,8895.9,annotations,4.670000000000073,1207.102,4448.0,67407878.170713215715,train
1,1,0.051,209.788,Spectrogram 1,209.788,1601.908,3927.9,6445.8,annotations,0.0509999999999877,209.839,2517.9,67407878.170714085714,train
1,62,0.151,2727.08,Spectrogram 1,1031.939,4277.935,9753.2,16442.5,annotations,0.1510000000002946,2727.231,6689.3,67407878.170708215525,train
1,260,0.115,4253.682,Spectrogram 1,71.428399024,5391.007,5939.7,10748.0,annotations,0.1149999999997817,4253.797,4808.3,67407878.170710005518,train
1,97,0.299,1436.754,Spectrogram 1,2.817,1437.053,5226.4,12912.4,annotations,0.2989999999999781,1437.053,7686.0,67407878.170713225715,train
1,214,0.312,2751.392,Spectrogram 1,1.066,5392.924,4096.3,16190.3,annotations,0.3120000000003529,2751.704,12094.0,67407878.170709035524,train
1,198,0.122,3350.551,Spectrogram 1,129.123,5353.357,1610.6,13264.3,annotations,0.1219999999998435,3350.673,11653.7,67407878.170709232519,train
0,44,0.16,537.762,Spectrogram 1,129.123,5353.357,3126.2,21287.6,annotations,21.715000000000032,559.477,18161.4,67407878.170709232519,train
0,28,1.878,3262.491,Spectrogram 1,54.644,5366.656,3316.1,7997.6,annotations,5.380999999999858,3267.872,4681.5,67407878.170709082523,train
1,25,0.884,3900.942,Spectrogram 1,50.978,5342.312,9675.9,22577.1,annotations,0.8840000000000146,3901.826,12901.2,67407878.170709112522,train
0,8,0.483,915.077,Spectrogram 1,223.034,1789.787,0.0,2198.1,annotations,291.45399999999995,1206.531,2198.1,67407878.170716052709,train
1,137,0.083,2118.31,Spectrogram 1,71.428399024,5391.007,2969.8,17253.4,annotations,0.0830000000000836,2118.393,14283.6,67407878.170710005518,train
0,22,0.233,184.405,Spectrogram 1,0.898,923.796,5396.2,14077.0,annotations,37.97200000000001,222.377,8680.8,67407878.170716055709,train
1,269,0.142,4425.962,Spectrogram 1,71.428399024,5391.007,4808.3,16829.1,annotations,0.1419999999998253,4426.104,12020.8,67407878.170710005518,train
0,37,0.2319999999999999,830.2339999999999,Spectrogram 1,2.817,1437.053,1421.4,23222.9,annotations,9.187000000000126,839.421,21801.5,67407878.170713225715,train
1,51,0.293,707.307,Spectrogram 1,448.483,1224.158,493.2,3452.1,annotations,0.2930000000000063,707.6,2958.9,67407878.170714025715,train
0,16,0.154,842.501,Spectrogram 1,1.066,5392.924,3441.5,12498.1,annotations,10.74599999999998,853.247,9056.6,67407878.170709035524,train
0,281,0.132,3239.846,Spectrogram 1,1.066,5392.924,3316.1,10357.9,annotations,1.4400000000000546,3241.286,7041.8,67407878.170709035524,train
1,58,0.1639999999999999,1060.314,Spectrogram 1,24.659,1710.758,1270.5,2767.9,annotations,0.1639999999999872,1060.478,1497.4,67407878.170716112708,train
0,10,0.114,751.655,Spectrogram 1,42.834,1715.048,1968.6,16427.5,annotations,153.45100000000002,905.106,14458.9,67407878.170714032715,train
0,285,0.1169999999999999,4485.115,Spectrogram 1,71.428399024,5391.007,2828.4,13293.6,annotations,22.123000000000506,4507.238,10465.2,67407878.170710005518,train
1,5,0.812,424.58,Spectrogram 1,50.978,5342.312,292.6,2926.0,annotations,0.8120000000000118,425.392,2633.4,67407878.170709112522,train
1,59,0.369,2708.924,Spectrogram 1,1031.939,4277.935,4486.5,16970.6,annotations,0.3690000000001419,2709.293,12484.1,67407878.170708215525,train
1,153,0.173,2847.356,Spectrogram 1,129.123,5353.357,1140.1,22403.8,annotations,0.1729999999997744,2847.529,21263.7,67407878.170709232519,train
0,7,0.349,671.605,Spectrogram 1,653.983,816.17,776.5,13623.5,annotations,37.22899999999993,708.834,12847.0,67407878.170714192713,train
1,16,0.1669999999999999,831.909,Spectrogram 1,393.52,1630.245,1905.8,14320.5,annotations,0.16700000000003,832.076,12414.7,67407878.170714002715,train
1,9,0.162,97.385,Spectrogram 1,71.428399024,5391.007,4722.2,19479.3,annotations,0.1619999999999919,97.547,14757.1,67407878.170710005518,train
